Loyalty Number,total_flights,total_distance,total_pts_acc,total_pts_red,total_cost_redeemed,months_with_flights,total_months_obs,recency_months,activity_rate,redemption_rate,h1_monthly_avg,h2_monthly_avg,activity_trend,seasonal_concentration,flights_q1,flights_q2,flights_q3,flights_q4,avg_flights_last6m,Province,Gender,Education,Salary_imputed,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,churned_formal,churned_behavioral,enrollment_date,tenure_months,loyalty_card_enc,gender_enc,enrolled_standard,churn_probability,risk_tier,risk_rank,cluster,segment
104431,43,77644,77644.0,1771,320,14,24,0.0,0.5833,0.0228,1.1667,2.0,0.8333,0.3953,8,4,14,17,2.5,Manitoba,Female,Doctor,243591.0,Married,Nova,2822.59,Standard,2014,11,,0,0,2014-11-01,49,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
104541,34,40283,40283.0,1472,264,16,24,0.0,0.6667,0.0365,0.8333,1.6111,0.7778,0.4118,6,6,8,14,2.8333,Ontario,Female,Bachelor,64827.0,Married,Nova,8621.0,Standard,2013,3,,0,0,2013-03-01,69,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
104586,40,65640,65640.0,473,85,13,24,1.0,0.5417,0.0072,1.3333,1.7778,0.4445,0.5,5,9,20,6,1.5,Ontario,Male,Bachelor,86609.0,Divorced,Aurora,7772.58,Standard,2016,12,,0,0,2016-12-01,24,2,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
104673,48,64770,64770.0,546,98,16,24,0.0,0.6667,0.0084,1.0,2.3333,1.3333,0.4375,8,7,21,12,2.8333,Ontario,Male,Bachelor,60006.0,Married,Aurora,14723.41,Standard,2012,10,,0,0,2012-10-01,74,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
104732,37,54081,54081.0,403,73,12,24,0.0,0.5,0.0075,2.1667,1.3333,-0.8334,0.3784,7,14,3,13,1.8333,British Columbia,Female,Bachelor,50930.0,Married,Nova,8382.48,Standard,2016,1,,0,0,2016-01-01,35,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
104739,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Quebec,Female,High School or Below,65565.0,Married,Nova,5498.94,Standard,2013,11,2014.0,1,0,2013-11-01,61,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
104849,35,53641,53641.0,363,65,16,24,0.0,0.6667,0.0068,1.3333,1.5,0.1667,0.4,5,10,14,6,1.6667,Ontario,Female,Bachelor,63326.0,Married,Nova,2816.76,Standard,2014,3,,0,0,2014-03-01,57,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
104960,32,48555,48555.0,589,106,9,24,2.0,0.375,0.0121,1.6667,1.2222,-0.4445,0.4062,11,5,13,3,2.6667,Newfoundland,Male,Bachelor,90265.0,Married,Star,2551.23,Standard,2012,6,,0,0,2012-06-01,78,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
105063,27,40695,61042.5,0,0,4,11,1.0,0.3636,0.0,0.0,1.5,1.5,0.7037,0,19,0,8,1.3333,Quebec,Male,Doctor,236405.0,Divorced,Star,7251.33,2018 Promotion,2018,3,,0,0,2018-03-01,9,0,0,0,0.0002,High,0.8719005795542809,1,New Engagers II
105073,52,43874,65811.0,0,0,7,11,0.0,0.6364,0.0,0.0,2.8889,2.8889,0.4615,0,15,24,13,6.1667,Ontario,Male,College,74123.0,Single,Aurora,7562.82,2018 Promotion,2018,3,,0,0,2018-03-01,9,2,0,0,0.0,Low,0.2349286013025034,0,New Engagers
105074,46,66078,66078.0,1567,281,17,24,0.0,0.7083,0.0237,1.6667,2.0,0.3333,0.3696,10,8,11,17,2.3333,Ontario,Male,Bachelor,79727.0,Married,Nova,2799.75,Standard,2014,10,,0,0,2014-10-01,50,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
105145,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Male,College,73135.0,Single,Star,4839.11,Standard,2012,7,,0,0,2012-07-01,77,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
105193,3,6621,6621.0,0,0,1,24,2.0,0.0417,0.0,0.0,0.1667,0.1667,1.0,0,0,0,3,0.5,New Brunswick,Female,Bachelor,92396.0,Married,Nova,8838.09,Standard,2018,6,,0,0,2018-06-01,6,1,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
105214,35,52473,52473.0,1847,333,14,24,1.0,0.5833,0.0352,1.8333,1.3333,-0.5,0.3429,8,12,9,6,0.6667,British Columbia,Male,Bachelor,88863.0,Divorced,Star,5897.99,Standard,2013,8,,0,0,2013-08-01,64,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
105251,10,20733,20733.0,0,0,3,24,18.0,0.125,0.0,1.6667,0.0,-1.6667,0.6,4,6,0,0,0.0,Ontario,Female,Bachelor,80885.0,Married,Star,5074.25,Standard,2014,10,2017.0,1,1,2014-10-01,50,0,1,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
105335,36,62882,62882.0,2193,394,13,24,1.0,0.5417,0.0349,2.5,1.1667,-1.3333,0.3889,8,9,14,5,2.3333,British Columbia,Male,Bachelor,53065.0,Single,Nova,11611.95,Standard,2014,10,,0,0,2014-10-01,50,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
105352,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Female,College,73135.0,Single,Star,3923.27,Standard,2014,1,2014.0,1,0,2014-01-01,59,0,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
105552,30,58554,58554.0,819,148,11,24,2.0,0.4583,0.014,1.1667,1.2778,0.1111,0.4,4,12,8,6,1.1667,Prince Edward Island,Male,Bachelor,77935.0,Married,Nova,8256.3,Standard,2015,11,,0,0,2015-11-01,37,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
105688,45,71537,71537.0,1004,181,17,24,1.0,0.7083,0.014,1.6667,1.9444,0.2777,0.3333,9,10,11,15,2.0,British Columbia,Female,College,74123.0,Married,Aurora,5507.06,Standard,2014,6,,0,0,2014-06-01,54,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
105700,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Female,College,73327.0,Single,Nova,7944.97,Standard,2013,8,2015.0,1,0,2013-08-01,64,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
105712,31,46412,46412.0,1168,210,11,24,4.0,0.4583,0.0252,1.3333,1.2778,-0.0555,0.4194,3,11,13,4,0.6667,Ontario,Female,College,73327.0,Married,Nova,8311.14,Standard,2015,8,,0,0,2015-08-01,40,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
105789,38,68173,68173.0,687,124,15,24,0.0,0.625,0.0101,2.0,1.4444,-0.5556,0.3421,10,4,11,13,1.6667,Saskatchewan,Female,College,73327.0,Single,Nova,2943.05,Standard,2012,6,,0,0,2012-06-01,78,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
105835,35,41790,62685.0,0,0,6,11,0.0,0.5455,0.0,0.0,1.9444,1.9444,0.4857,0,16,2,17,3.1667,Ontario,Male,Bachelor,41085.0,Married,Star,4756.13,2018 Promotion,2018,4,,0,0,2018-04-01,8,0,0,0,0.0,Low,0.2349286013025034,1,New Engagers II
105841,73,105928,158892.0,522,94,8,11,0.0,0.7273,0.0033,0.0,4.0556,4.0556,0.3836,4,26,28,15,7.1667,British Columbia,Male,Bachelor,55130.0,Married,Star,17420.57,2018 Promotion,2018,3,,0,0,2018-03-01,9,0,0,0,0.0,Low,0.2349286013025034,0,New Engagers
105921,49,70250,70250.0,1753,315,14,24,0.0,0.5833,0.025,1.5,2.2222,0.7222,0.4082,2,13,20,14,2.1667,Quebec,Female,Bachelor,77255.0,Married,Star,5041.45,Standard,2012,9,,0,0,2012-09-01,75,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
105932,30,55256,55256.0,765,138,13,24,0.0,0.5417,0.0138,1.1667,1.2778,0.1111,0.3667,8,2,9,11,2.1667,Newfoundland,Male,Bachelor,62977.0,Married,Star,3671.82,Standard,2016,7,,0,0,2016-07-01,29,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
105992,42,61310,61310.0,1647,296,14,24,1.0,0.5833,0.0269,2.5,1.5,-1.0,0.3571,7,11,15,9,1.5,Ontario,Female,Bachelor,75700.0,Married,Nova,5905.97,Standard,2016,12,,0,0,2016-12-01,24,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106001,76,119565,119565.0,2698,485,33,48,0.0,0.6875,0.0226,4.1667,2.8333,-1.3334,0.3289,23,17,11,25,1.3333,Quebec,Female,High School or Below,39000.0,Single,Star,4914.04,Standard,2013,1,,0,0,2013-01-01,71,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106037,51,68781,68781.0,0,0,17,24,0.0,0.7083,0.0,1.8333,2.2222,0.3889,0.3137,8,16,12,15,0.8333,British Columbia,Male,Bachelor,94980.0,Married,Nova,11281.52,Standard,2013,3,,0,0,2013-03-01,69,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
106038,32,44279,44279.0,1377,248,14,24,1.0,0.5833,0.0311,1.1667,1.3889,0.2222,0.375,8,12,6,6,0.8333,British Columbia,Female,Bachelor,47889.0,Married,Star,7380.09,Standard,2016,9,,0,0,2016-09-01,27,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
106046,48,98729,148093.5,943,169,7,11,0.0,0.6364,0.0064,0.0,2.6667,2.6667,0.4375,0,21,16,11,4.5,Quebec,Male,Bachelor,16628.0,Single,Star,2658.22,2018 Promotion,2018,4,,0,0,2018-04-01,8,0,0,0,0.0,Low,0.2349286013025034,0,New Engagers
106048,3,2103,2103.0,0,0,1,24,0.0,0.0417,0.0,0.0,0.1667,0.1667,1.0,0,0,0,3,0.5,British Columbia,Male,Doctor,70755.0,Divorced,Star,11315.2,Standard,2018,11,,0,0,2018-11-01,1,0,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
106218,38,53572,53572.0,1209,218,16,24,0.0,0.6667,0.0226,1.8333,1.5,-0.3333,0.3421,10,6,9,13,1.8333,Ontario,Male,Master,111106.0,Married,Nova,16473.17,Standard,2014,1,,0,0,2014-01-01,59,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106397,25,35660,35660.0,450,81,11,24,0.0,0.4583,0.0126,0.5,1.2222,0.7222,0.4,7,2,6,10,1.5,British Columbia,Male,College,74123.0,Married,Aurora,7902.68,Standard,2012,5,,0,0,2012-05-01,79,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
106444,14,19680,19680.0,1590,286,5,24,0.0,0.2083,0.0808,0.0,0.7778,0.7778,0.4286,3,0,5,6,1.8333,British Columbia,Male,College,74123.0,Divorced,Aurora,8447.8,Standard,2017,12,,0,0,2017-12-01,12,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
106477,23,29743,29743.0,0,0,11,24,0.0,0.4583,0.0,1.0,0.9444,-0.0556,0.3478,6,8,6,3,0.8333,British Columbia,Male,Bachelor,52935.0,Divorced,Star,2487.26,Standard,2014,2,,0,0,2014-02-01,58,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
106509,10,13811,13811.0,0,0,3,48,2.0,0.0625,0.0,0.0,0.5556,0.5556,0.7,0,0,7,3,0.8333,Ontario,Male,Bachelor,54529.0,Married,Nova,16727.77,Standard,2017,4,2018.0,1,0,2017-04-01,20,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
106589,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Male,High School or Below,71630.0,Married,Star,11638.9,Standard,2013,8,2013.0,1,0,2013-08-01,64,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
106592,47,76347,76347.0,1003,181,15,24,1.0,0.625,0.0131,2.8333,1.6667,-1.1666,0.3404,8,16,15,8,1.0,Alberta,Male,Doctor,298661.0,Married,Nova,11727.78,Standard,2016,6,,0,0,2016-06-01,30,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106616,6,9406,9406.0,0,0,3,24,1.0,0.125,0.0,0.0,0.3333,0.3333,0.8333,0,0,5,1,1.0,Quebec,Male,Bachelor,53879.0,Married,Star,2560.69,Standard,2018,7,,0,0,2018-07-01,5,0,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
106623,4,2092,2092.0,0,0,2,24,0.0,0.0833,0.0,0.0,0.2222,0.2222,1.0,0,0,0,4,0.6667,British Columbia,Male,Bachelor,77314.0,Married,Nova,10827.87,Standard,2018,9,,0,0,2018-09-01,3,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
106637,32,48721,48721.0,1770,319,14,24,2.0,0.5833,0.0363,1.1667,1.3889,0.2222,0.375,5,12,8,7,1.0,Quebec,Male,Bachelor,86121.0,Married,Star,7455.36,Standard,2014,4,,0,0,2014-04-01,56,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
106689,23,34355,34355.0,1690,304,9,24,1.0,0.375,0.0492,0.0,1.2778,1.2778,0.3913,7,3,4,9,1.0,Ontario,Female,Bachelor,61554.0,Married,Nova,2795.41,Standard,2017,6,,0,0,2017-06-01,18,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
106754,31,33368,33368.0,1167,210,12,24,2.0,0.5,0.035,1.1667,1.3333,0.1666,0.6129,3,8,19,1,2.1667,Ontario,Female,Bachelor,49158.0,Married,Star,31864.86,Standard,2012,7,,0,0,2012-07-01,77,0,1,1,0.0002,High,0.8719005795542809,4,Loyal Frequent Fliers
106757,35,53926,53926.0,0,0,12,24,0.0,0.5,0.0,1.5,1.4444,-0.0556,0.4286,4,13,15,3,2.0,Alberta,Male,College,74123.0,Married,Aurora,21423.64,Standard,2015,6,,0,0,2015-06-01,42,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
106776,43,68400,68400.0,1109,200,13,24,0.0,0.5417,0.0162,2.3333,1.6111,-0.7222,0.3256,8,12,14,9,2.5,Nova Scotia,Male,Bachelor,50611.0,Married,Star,19357.8,Standard,2012,12,,0,0,2012-12-01,72,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106838,39,71555,71555.0,0,0,16,24,0.0,0.6667,0.0,1.5,1.6667,0.1667,0.4615,5,7,18,9,1.6667,British Columbia,Male,Bachelor,58674.0,Married,Aurora,7524.74,Standard,2016,10,,0,0,2016-10-01,26,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
106839,45,64569,64569.0,662,119,16,24,0.0,0.6667,0.0103,0.5,2.3333,1.8333,0.3778,2,12,17,14,3.0,Ontario,Male,Bachelor,63081.0,Married,Nova,6511.47,Standard,2014,7,,0,0,2014-07-01,53,1,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
106936,45,71149,71149.0,948,171,15,24,1.0,0.625,0.0133,2.6667,1.6111,-1.0556,0.3333,9,14,15,7,2.8333,Ontario,Female,Bachelor,67299.0,Married,Nova,57520.5,Standard,2012,11,,0,0,2012-11-01,73,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106946,50,78216,78216.0,2449,441,19,24,0.0,0.7917,0.0313,2.3333,2.0,-0.3333,0.34,9,15,17,9,2.3333,British Columbia,Male,Bachelor,55446.0,Married,Star,7796.0,Standard,2016,3,,0,0,2016-03-01,33,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106964,4,5889,5889.0,512,92,2,24,0.0,0.0833,0.0869,0.0,0.2222,0.2222,1.0,0,0,0,4,0.6667,New Brunswick,Female,College,73135.0,Single,Star,5568.95,Standard,2018,8,,0,0,2018-08-01,4,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
106978,46,70762,70762.0,386,69,18,24,0.0,0.75,0.0055,2.5,1.7222,-0.7778,0.4348,12,20,2,12,1.1667,Quebec,Female,Bachelor,81959.0,Divorced,Nova,3455.23,Standard,2012,12,,0,0,2012-12-01,72,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
106979,38,66576,66576.0,1530,276,15,24,2.0,0.625,0.023,2.1667,1.3889,-0.7778,0.3421,6,13,10,9,0.8333,Quebec,Male,Bachelor,86727.0,Single,Star,14083.97,Standard,2012,6,,0,0,2012-06-01,78,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
107037,31,37882,37882.0,669,120,12,24,1.0,0.5,0.0177,0.5,1.5556,1.0556,0.5484,3,6,5,17,1.1667,British Columbia,Female,Bachelor,62780.0,Married,Aurora,17732.46,Standard,2017,5,,0,0,2017-05-01,19,2,1,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
107067,35,46235,46235.0,1531,275,16,24,0.0,0.6667,0.0331,1.1667,1.5556,0.3889,0.4,14,4,8,9,1.3333,Quebec,Female,Bachelor,100598.0,Married,Star,5137.35,Standard,2016,3,,0,0,2016-03-01,33,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
107119,47,73636,73636.0,995,179,18,24,0.0,0.75,0.0135,1.8333,2.0,0.1667,0.2766,11,10,13,13,2.8333,Ontario,Female,Bachelor,92398.0,Single,Nova,17684.65,Standard,2013,4,,0,0,2013-04-01,68,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
107141,33,44019,44019.0,1950,350,12,24,0.0,0.5,0.0443,0.8333,1.5556,0.7223,0.3333,11,5,10,7,1.1667,Manitoba,Male,College,73135.0,Married,Star,7292.91,Standard,2013,8,,0,0,2013-08-01,64,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
107203,47,65065,65065.0,1110,200,14,24,2.0,0.5833,0.0171,1.8333,2.0,0.1667,0.4468,4,15,21,7,1.6667,British Columbia,Female,Master,94014.0,Divorced,Star,3044.79,Standard,2016,3,,0,0,2016-03-01,33,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
107212,39,58002,58002.0,2586,465,15,24,0.0,0.625,0.0446,1.6667,1.6111,-0.0556,0.3077,9,9,12,9,2.0,British Columbia,Female,Doctor,240146.0,Married,Star,6842.58,Standard,2013,2,,0,0,2013-02-01,70,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
107296,21,30104,30104.0,625,113,11,24,1.0,0.4583,0.0208,0.0,1.1667,1.1667,0.381,1,5,8,7,1.5,Quebec,Male,Bachelor,74457.0,Married,Aurora,21892.94,Standard,2017,7,,0,0,2017-07-01,17,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
107385,22,27287,27287.0,1331,239,8,24,0.0,0.3333,0.0488,0.0,1.2222,1.2222,0.4545,3,10,5,4,1.3333,British Columbia,Female,Bachelor,87890.0,Divorced,Star,7155.47,Standard,2017,11,,0,0,2017-11-01,13,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
107420,18,24132,24132.0,680,122,7,24,4.0,0.2917,0.0282,0.0,1.0,1.0,0.5,2,9,6,1,1.0,Ontario,Male,High School or Below,64290.0,Married,Aurora,15771.39,Standard,2017,12,2018.0,1,0,2017-12-01,12,2,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
107461,18,21476,21476.0,551,99,9,24,0.0,0.375,0.0257,0.5,0.8333,0.3333,0.3889,4,1,7,6,1.3333,British Columbia,Male,College,73135.0,Married,Star,2519.92,Standard,2015,2,,0,0,2015-02-01,46,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
107466,24,36441,36441.0,491,88,12,24,0.0,0.5,0.0135,2.1667,0.6111,-1.5556,0.375,9,6,5,4,0.8333,New Brunswick,Female,Bachelor,66901.0,Married,Nova,4285.58,Standard,2017,1,,0,0,2017-01-01,23,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
107487,18,33663,33663.0,379,68,9,24,0.0,0.375,0.0113,0.3333,0.8889,0.5556,0.5,1,4,4,9,1.8333,Quebec,Male,Master,105487.0,Divorced,Nova,7805.31,Standard,2017,4,,0,0,2017-04-01,20,1,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
107519,61,95293,142939.5,501,90,7,11,2.0,0.6364,0.0035,0.0,3.3889,3.3889,0.5574,1,20,34,6,6.6667,Quebec,Female,Bachelor,71792.0,Married,Aurora,5470.06,2018 Promotion,2018,2,2018.0,1,0,2018-02-01,10,2,1,0,0.0001,Medium,0.6197347194837785,0,New Engagers
107571,31,38467,38467.0,1175,211,11,24,0.0,0.4583,0.0305,1.3333,1.2778,-0.0555,0.3226,3,8,10,10,1.5,British Columbia,Male,College,74123.0,Single,Aurora,7486.09,Standard,2017,3,,0,0,2017-03-01,21,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
107649,45,74576,74576.0,1296,233,17,24,0.0,0.7083,0.0174,1.8333,1.8889,0.0556,0.3333,11,7,12,15,1.1667,Alberta,Male,Bachelor,94733.0,Married,Aurora,5879.18,Standard,2012,5,,0,0,2012-05-01,79,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
107719,30,36129,36129.0,1573,282,14,24,0.0,0.5833,0.0435,1.0,1.3333,0.3333,0.3333,6,10,7,7,1.3333,British Columbia,Male,College,73135.0,Single,Star,2345.08,Standard,2012,7,,0,0,2012-07-01,77,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
107730,37,64714,64714.0,1132,204,13,24,0.0,0.5417,0.0175,0.0,2.0556,2.0556,0.3243,8,9,8,12,2.5,Newfoundland,Female,Bachelor,52961.0,Single,Aurora,26511.6,Standard,2017,12,,0,0,2017-12-01,12,2,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
107835,5,7565,7565.0,424,76,2,24,0.0,0.0833,0.056,0.0,0.2778,0.2778,1.0,0,0,0,5,0.8333,Ontario,Female,Doctor,50363.0,Single,Star,3495.89,Standard,2018,9,,0,0,2018-09-01,3,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
107902,32,53948,53948.0,528,95,11,24,0.0,0.4583,0.0098,2.1667,1.0556,-1.1111,0.3438,11,8,4,9,1.6667,British Columbia,Female,Bachelor,103122.0,Single,Nova,4369.5,Standard,2015,4,,0,0,2015-04-01,44,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
107993,32,45033,45033.0,0,0,14,24,1.0,0.5833,0.0,1.0,1.4444,0.4444,0.3438,7,10,11,4,1.6667,Ontario,Female,Bachelor,52414.0,Married,Aurora,23740.12,Standard,2016,6,,0,0,2016-06-01,30,2,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
108264,68,103366,103366.0,2676,483,22,24,0.0,0.9167,0.0259,2.6667,2.8889,0.2222,0.2941,13,20,19,16,2.3333,Saskatchewan,Female,Bachelor,60970.0,Married,Star,2515.41,Standard,2013,1,,0,0,2013-01-01,71,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
108346,10,17116,17116.0,0,0,5,24,4.0,0.2083,0.0,0.0,0.5556,0.5556,0.5,3,5,2,0,0.3333,Alberta,Female,Bachelor,53738.0,Single,Nova,4854.75,Standard,2017,12,2018.0,1,0,2017-12-01,12,1,1,1,0.0001,Medium,0.6197347194837785,2,Dormant High-Value
108367,14,19611,19611.0,0,0,6,24,11.0,0.25,0.0,0.3333,0.6667,0.3334,0.4286,1,2,5,6,0.0,Ontario,Female,Bachelor,54794.0,Married,Star,3528.04,Standard,2017,5,2018.0,1,0,2017-05-01,19,0,1,1,0.0,Low,0.2349286013025034,2,Dormant High-Value
108381,40,50725,50725.0,1618,292,15,24,0.0,0.625,0.0319,2.0,1.5556,-0.4444,0.375,7,15,10,8,2.1667,Manitoba,Female,Bachelor,47966.0,Married,Nova,3289.13,Standard,2014,11,,0,0,2014-11-01,49,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
108430,47,87628,87628.0,342,62,19,24,0.0,0.7917,0.0039,2.1667,1.8889,-0.2778,0.2979,12,9,14,12,3.1667,Saskatchewan,Male,Bachelor,49927.0,Married,Aurora,30081.37,Standard,2013,7,,0,0,2013-07-01,65,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
108440,35,42687,42687.0,864,156,14,24,1.0,0.5833,0.0202,1.5,1.4444,-0.0556,0.3143,7,8,11,9,1.6667,Ontario,Male,Bachelor,100884.0,Married,Star,7842.87,Standard,2013,5,,0,0,2013-05-01,67,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
108462,37,62792,62792.0,1945,350,15,24,0.0,0.625,0.031,0.6667,1.8333,1.1666,0.4324,7,7,16,7,2.1667,Quebec,Female,Bachelor,64014.0,Married,Star,8186.1,Standard,2016,6,,0,0,2016-06-01,30,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
108481,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Quebec,Female,Bachelor,60934.0,Married,Aurora,11633.58,Standard,2018,11,,0,0,2018-11-01,1,2,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
108528,51,78024,78024.0,595,107,16,24,1.0,0.6667,0.0076,3.1667,1.7778,-1.3889,0.3725,12,19,13,7,2.5,Ontario,Female,Bachelor,53081.0,Divorced,Star,7858.11,Standard,2014,5,,0,0,2014-05-01,55,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
108625,46,69314,69314.0,932,167,18,24,0.0,0.75,0.0134,2.5,1.7222,-0.7778,0.3478,7,16,7,16,2.3333,British Columbia,Male,Bachelor,81729.0,Married,Nova,15470.6,Standard,2016,4,,0,0,2016-04-01,32,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
108666,26,40864,40864.0,2005,361,13,24,0.0,0.5417,0.0491,0.3333,1.3333,1.0,0.2692,7,7,6,6,1.5,British Columbia,Female,Bachelor,64417.0,Single,Aurora,12036.62,Standard,2015,10,,0,0,2015-10-01,38,2,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
108857,10,7254,7254.0,986,178,4,24,9.0,0.1667,0.1359,0.0,0.5556,0.5556,0.6,6,0,0,4,0.0,British Columbia,Female,Bachelor,88691.0,Married,Nova,5719.09,Standard,2017,8,2018.0,1,0,2017-08-01,16,1,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
108896,9,11764,11764.0,0,0,4,24,12.0,0.1667,0.0,0.0,0.5,0.5,0.5556,0,0,4,5,0.0,Ontario,Male,Bachelor,98771.0,Married,Nova,32196.6,Standard,2017,6,2018.0,1,0,2017-06-01,18,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
108907,37,56340,56340.0,1570,283,15,24,0.0,0.625,0.0279,1.5,1.5556,0.0556,0.3514,3,13,8,13,1.6667,British Columbia,Male,College,73135.0,Single,Star,2337.36,Standard,2016,8,,0,0,2016-08-01,28,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
