Loyalty Number,months_with_flights,total_flights,total_distance,total_pts_acc,total_pts_red
143151,15,45,68482,68482.0,2437
143266,1,1,2427,2427.0,0
143389,18,46,68007,68007.0,1883
143422,18,51,76962,76962.0,1775
143730,14,33,42550,42550.0,2272
143784,16,45,60209,60209.0,1172
143981,17,52,71858,71858.0,3018
144261,0,0,0,0.0,0
144301,0,0,0,0.0,0
144328,10,32,34712,34712.0,1792
144355,14,40,50606,50606.0,1077
144402,14,42,63421,63421.0,329
144514,13,31,50773,50773.0,1599
144523,18,51,88271,88271.0,2082
144565,13,35,45387,45387.0,1979
144593,14,37,54870,54870.0,1428
144615,15,36,61839,61839.0,931
144633,14,50,82467,82467.0,719
144641,8,24,39426,39426.0,379
144695,0,0,0,0.0,0
144702,0,0,0,0.0,0
144756,12,28,47201,47201.0,304
144830,13,42,54897,54897.0,1392
144879,12,36,56108,56108.0,0
144936,6,16,24547,24547.0,393
144977,16,50,70490,70490.0,501
145017,2,6,12145,12145.0,320
145177,20,46,66889,66889.0,1737
145192,0,0,0,0.0,0
145193,1,4,3452,3452.0,0
145220,12,27,33080,33080.0,2230
145292,0,0,0,0.0,0
145322,16,47,71958,71958.0,0
145323,15,44,56632,56632.0,629
145449,2,10,16924,25386.0,0
145480,14,37,55412,55412.0,472
145542,0,0,0,0.0,0
145552,11,26,39599,39599.0,330
145688,9,26,27784,27784.0,657
145988,13,40,56230,56230.0,542
146028,16,35,42081,42081.0,576
146037,14,39,62020,62020.0,920
146067,11,26,31087,31087.0,0
146086,13,40,50711,50711.0,932
146090,2,8,5420,8130.0,434
146099,7,75,94767,142150.5,502
146215,16,47,70478,70478.0,956
146354,8,18,26016,26016.0,579
146400,7,14,18971,18971.0,367
146527,16,44,72146,72146.0,490
146560,6,16,25384,25384.0,0
146572,0,0,0,0.0,0
146702,5,35,67065,100597.5,577
146760,11,27,35577,35577.0,804
146839,12,34,36717,36717.0,0
147064,13,35,55204,55204.0,3228
147241,15,44,64346,64346.0,1896
147272,14,37,56339,56339.0,530
147408,1,3,7026,7026.0,0
147602,18,49,76756,76756.0,903
147700,11,32,49869,49869.0,941
147754,18,49,65337,65337.0,405
147891,13,31,42094,42094.0,1882
147898,12,36,58630,58630.0,1443
147986,4,15,14827,14827.0,879
148111,0,0,0,0.0,0
148201,16,50,78131,78131.0,1032
148208,6,31,45868,68802.0,359
148216,8,18,28557,28557.0,0
148234,13,34,43820,43820.0,413
148258,12,36,61168,61168.0,1705
148289,5,25,25537,38305.5,560
148299,13,35,43968,43968.0,1295
148322,8,18,30229,30229.0,424
148368,17,54,76049,76049.0,1243
148381,16,46,79583,79583.0,623
148382,8,18,24739,24739.0,0
148453,2,7,12700,12700.0,486
148486,9,30,54709,54709.0,2010
148487,14,48,69143,69143.0,582
148570,6,36,37571,56356.5,0
148612,14,36,49992,49992.0,1409
148677,0,0,0,0.0,0
148690,13,42,58786,58786.0,470
148749,4,19,30374,45561.0,0
148753,18,36,52156,52156.0,1966
148766,0,0,0,0.0,0
148767,20,56,97095,97095.0,1138
148810,0,0,0,0.0,0
148865,8,22,34061,34061.0,443
148942,17,43,72743,72743.0,2790
148982,3,28,52124,78186.0,0
149174,2,6,11252,11252.0,0
149225,14,36,62870,62870.0,1536
149318,8,72,119837,179755.5,1520
149348,15,32,47974,47974.0,541
149426,11,31,53638,53638.0,1128
149430,4,16,28066,28066.0,1827
149462,16,47,66381,66381.0,0
149542,0,0,0,0.0,0
149549,7,45,82936,124404.0,1160
149655,8,23,29929,29929.0,0
149782,17,51,83296,83296.0,1054
149841,5,10,19341,19341.0,1501
149846,15,47,67150,67150.0,1643
149884,14,35,46118,46118.0,0
149912,5,14,24672,24672.0,0
149981,0,0,0,0.0,0
149993,14,33,48595,48595.0,859
150004,14,32,50309,50309.0,1249
150074,13,35,52027,52027.0,537
150134,15,39,44726,44726.0,1552
150141,2,4,5450,5450.0,0
150233,5,12,19451,19451.0,1050
150253,13,42,58184,58184.0,348
150291,9,31,50976,50976.0,0
150301,13,36,56932,56932.0,437
150383,4,46,47590,71385.0,489
150596,0,0,0,0.0,0
150656,12,27,36904,36904.0,786
150671,0,0,0,0.0,0
150751,3,8,13758,13758.0,797
150754,12,30,46732,46732.0,519
150767,14,43,68224,68224.0,1006
150883,16,50,73171,73171.0,1474
150909,14,38,50183,50183.0,0
151010,4,13,12766,12766.0,0
151030,8,40,55920,83880.0,0
151036,5,19,25702,25702.0,0
151183,16,45,65855,65855.0,1164
151327,15,39,67412,67412.0,1178
151399,15,36,62798,62798.0,0
151554,12,36,54869,54869.0,1802
151571,7,21,38107,38107.0,1317
151627,12,37,61564,61564.0,953
151655,16,46,64195,64195.0,2113
151967,7,14,23432,23432.0,1862
152007,4,10,16175,16175.0,0
152014,19,49,84587,84587.0,1476
152016,7,75,115540,173310.0,0
152139,15,43,71299,71299.0,599
152148,11,25,34435,34435.0,1014
152276,17,43,51925,51925.0,0
152305,15,43,65168,65168.0,505
152307,3,39,51674,77511.0,0
152338,14,43,60294,60294.0,1036
152355,13,25,38687,38687.0,1236
152406,13,40,65628,65628.0,1648
152423,15,35,62312,62312.0,604
152499,7,16,28533,28533.0,338
152681,13,40,59354,59354.0,963
152685,0,0,0,0.0,0
152740,9,26,38706,38706.0,383
152778,12,29,40777,40777.0,920
152936,0,0,0,0.0,0
153003,13,41,60972,60972.0,1578
153072,10,30,47243,47243.0,0
153075,0,0,0,0.0,0
153146,16,51,76952,76952.0,501
153193,14,41,64263,64263.0,2982
153261,15,48,67213,67213.0,1469
153395,17,48,69186,69186.0,850
153439,2,7,13854,13854.0,374
153462,9,28,39702,39702.0,1185
153582,6,61,97595,146392.5,0
153586,18,48,68292,68292.0,546
153600,14,36,57863,57863.0,0
153626,13,33,61683,61683.0,0
153645,1,1,707,707.0,0
153656,6,16,26183,26183.0,0
153760,2,6,9668,9668.0,511
153884,14,34,55936,55936.0,575
153953,8,25,34418,34418.0,2188
153968,0,0,0,0.0,0
153987,6,14,20039,20039.0,0
153998,6,31,51908,77862.0,547
154136,4,18,29004,29004.0,0
154172,17,43,61065,61065.0,3057
154173,3,8,16859,16859.0,0
154175,16,38,68972,68972.0,0
154194,2,10,16892,16892.0,0
154230,16,53,71647,71647.0,1539
154480,12,33,52955,52955.0,1192
154606,6,24,44870,67305.0,1343
154643,8,51,61052,91578.0,596
154644,16,43,72993,72993.0,2468
154652,13,38,51822,51822.0,1163
154680,13,34,49425,49425.0,482
154726,2,6,11238,11238.0,0
154736,14,35,49042,49042.0,643
154782,5,12,16149,16149.0,1008
154855,8,22,21690,21690.0,520
154864,13,29,44996,44996.0,1274
154868,7,64,91696,137544.0,0
154889,5,11,11716,11716.0,0
154958,0,0,0,0.0,0
154981,16,44,74784,74784.0,1323
155020,4,40,56632,84948.0,676
155118,15,35,50616,50616.0,1718
155253,5,15,22163,22163.0,1309
155348,0,0,0,0.0,0
155354,17,50,67019,67019.0,1257
155374,14,32,56628,56628.0,1214
155488,16,38,60657,60657.0,2113
155623,0,0,0,0.0,0
155654,8,47,70947,106420.5,0
155763,12,34,36800,36800.0,571
155791,14,22,33012,33012.0,799
155795,11,76,107257,160885.5,409
155820,14,45,58444,58444.0,736
155964,7,50,69075,103612.5,0
155965,10,27,45513,45513.0,396
156031,0,0,0,0.0,0
156071,0,0,0,0.0,0
156138,13,30,48489,48489.0,0
156305,10,28,46303,46303.0,460
156313,13,40,60591,60591.0,0
156355,8,24,38623,38623.0,1134
156457,11,26,36963,36963.0,329
156666,1,2,2578,2578.0,0
156673,16,37,64603,64603.0,1168
156684,13,35,51839,51839.0,502
156730,4,12,18592,18592.0,752
156750,15,40,54335,54335.0,1233
156868,16,47,84296,84296.0,1247
156870,4,13,15907,15907.0,0
156879,2,20,26700,40050.0,0
156945,8,26,36751,36751.0,0
156948,19,53,69930,69930.0,1424
156959,17,45,65655,65655.0,1670
156980,6,16,24729,24729.0,0
157005,18,48,66723,66723.0,911
157092,16,43,60297,60297.0,754
157200,13,35,50054,50054.0,612
157212,18,47,59641,59641.0,1672
157300,6,53,78711,118066.5,0
157566,1,1,1333,1333.0,1057
157672,9,16,18986,18986.0,1363
157674,17,42,72029,72029.0,930
157704,15,46,62030,62030.0,1209
157712,16,46,66004,66004.0,1645
157729,5,59,84903,127354.5,0
157731,15,33,42596,42596.0,943
157751,18,42,57995,57995.0,372
157766,13,33,49848,49848.0,987
157771,4,10,12591,12591.0,451
157816,12,41,58400,58400.0,1423
157879,8,12,19887,19887.0,0
157902,1,2,4188,4188.0,558
157911,13,35,48482,48482.0,2227
157971,0,0,0,0.0,0
158113,20,43,65810,65810.0,902
158314,8,16,18831,18831.0,1081
158400,12,29,51292,51292.0,1105
158401,4,13,22017,22017.0,470
158508,16,43,74478,74478.0,487
158560,13,33,47353,47353.0,1743
158680,12,34,54386,54386.0,1753
158901,17,41,57122,57122.0,397
158969,14,40,57170,57170.0,0
158995,1,2,1590,1590.0,0
159227,15,38,69399,69399.0,680
159233,9,14,25922,25922.0,343
159272,16,37,50206,50206.0,630
159275,15,47,67178,67178.0,2460
159344,20,49,74422,74422.0,1764
159351,15,35,55404,55404.0,1052
159359,6,14,16884,16884.0,0
159397,11,28,50264,50264.0,0
159486,7,19,32654,32654.0,0
159500,9,85,106462,159693.0,743
159525,17,43,62722,62722.0,2176
159531,15,41,56082,56082.0,968
159533,1,3,6921,6921.0,0
159608,17,44,77281,77281.0,1384
159680,15,48,77264,77264.0,998
159688,16,43,65856,65856.0,483
159745,16,41,55313,55313.0,0
159751,13,42,72158,72158.0,0
159800,3,7,12639,12639.0,0
159856,14,39,60832,60832.0,1341
159942,4,10,12944,12944.0,364
159960,13,28,51607,51607.0,1432
160135,12,30,33125,33125.0,1292
160143,12,28,38339,38339.0,1130
160154,13,38,52903,52903.0,444
160181,14,33,49173,49173.0,519
160203,17,43,62343,62343.0,2076
160250,16,45,65923,65923.0,741
160266,2,6,8330,8330.0,0
160320,15,38,55096,55096.0,1678
160471,4,12,24893,24893.0,0
160640,10,27,37453,37453.0,492
160686,15,46,88220,88220.0,1293
160707,16,41,68373,68373.0,1525
160740,14,34,51885,51885.0,370
160773,17,48,84077,84077.0,0
160779,0,0,0,0.0,0
160905,16,44,60492,60492.0,800
160927,15,39,51363,51363.0,697
160993,9,26,31492,31492.0,1218
161045,8,25,40029,40029.0,505
161103,11,35,49121,49121.0,1358
161180,17,51,75374,75374.0,957
161241,14,32,48491,48491.0,0
161276,12,35,57136,57136.0,1267
161338,13,35,45495,45495.0,598
161373,4,11,14081,14081.0,458
161414,7,15,30189,30189.0,648
161415,12,31,42641,42641.0,1502
161437,15,42,67067,67067.0,567
161525,0,0,0,0.0,0
161546,0,0,0,0.0,0
161557,0,0,0,0.0,0
161574,12,35,47976,47976.0,1839
161650,6,12,18597,18597.0,610
161728,3,10,19453,19453.0,0
161766,11,35,51060,51060.0,834
161769,17,51,80718,80718.0,2774
161774,0,0,0,0.0,0
161780,4,33,40095,60142.5,0
161956,7,19,30947,30947.0,0
162013,15,30,50165,50165.0,488
162155,0,0,0,0.0,0
162166,16,42,68222,68222.0,0
162167,10,25,40129,40129.0,509
162180,12,30,51739,51739.0,871
162420,15,44,56946,56946.0,769
162456,14,46,74849,74849.0,933
162472,6,12,21843,21843.0,538
162485,6,16,23994,23994.0,0
162489,13,34,46867,46867.0,431
162496,15,39,50944,50944.0,633
162568,0,0,0,0.0,0
162658,15,40,60172,60172.0,2391
163002,14,35,45939,45939.0,2312
163058,19,53,74489,74489.0,785
163083,14,29,37490,37490.0,2281
163137,0,0,0,0.0,0
163260,13,32,46181,46181.0,526
163301,4,11,17474,17474.0,0
163388,18,50,80472,80472.0,2320
163405,2,4,4448,4448.0,0
163445,5,11,16918,16918.0,0
163481,0,0,0,0.0,0
163598,15,40,63570,63570.0,1040
163608,13,40,55254,55254.0,794
163615,13,27,44304,44304.0,1329
163639,13,44,64471,64471.0,2210
163645,16,40,68350,68350.0,983
163723,0,0,0,0.0,0
163757,16,47,65347,65347.0,0
163776,15,41,65663,65663.0,684
163970,14,41,59477,59477.0,842
164013,17,45,69555,69555.0,472
164017,8,21,26913,26913.0,2461
164034,11,28,42818,42818.0,0
164064,0,0,0,0.0,0
164094,12,32,54507,54507.0,1028
164192,9,22,39962,39962.0,0
164211,0,0,0,0.0,0
164224,5,24,36148,54222.0,390
164226,14,35,71129,71129.0,598
164298,7,21,24314,24314.0,0
164313,18,47,70708,70708.0,0
164363,10,21,28589,28589.0,559
164374,14,46,68133,68133.0,2101
164388,12,27,39468,39468.0,823
164429,14,38,53549,53549.0,2221
164500,3,10,12748,12748.0,0
164512,14,34,54781,54781.0,453
164559,4,41,73671,110506.5,0
164657,17,38,55074,55074.0,468
164743,15,40,45447,45447.0,401
164794,6,19,29283,29283.0,0
164947,18,42,51031,51031.0,1936
164973,15,45,78487,78487.0,1053
164983,11,30,40229,40229.0,0
165019,14,40,59352,59352.0,1200
165022,4,11,18431,18431.0,0
165056,13,33,50848,50848.0,1266
165138,12,33,64284,64284.0,392
165188,13,29,41901,41901.0,1625
165224,2,5,9828,9828.0,0
165260,16,37,62532,62532.0,3021
165265,15,42,68403,68403.0,0
165339,7,55,120171,180256.5,0
165443,11,29,39324,39324.0,448
165484,16,43,50678,50678.0,317
165550,17,48,75194,75194.0,883
165554,10,29,42090,42090.0,0
165596,17,45,64044,64044.0,2020
165742,14,31,43376,43376.0,584
165759,12,42,57235,57235.0,0
165827,11,31,51564,51564.0,1025
165893,12,33,53305,53305.0,574
165900,14,38,47475,47475.0,1322
166011,7,22,27595,27595.0,0
166037,16,40,51251,51251.0,0
166110,0,0,0,0.0,0
166175,5,49,59917,89875.5,1161
166239,15,46,71186,71186.0,1866
166273,6,52,60180,90270.0,930
166333,13,33,59032,59032.0,406
166475,11,32,48092,48092.0,1358
166535,16,40,58362,58362.0,307
166537,19,40,55107,55107.0,0
166577,16,48,82677,82677.0,2482
166677,7,26,30066,30066.0,430
166693,13,46,61114,61114.0,0
166705,14,43,68678,68678.0,2192
166712,16,39,64052,64052.0,486
166825,5,12,14183,14183.0,552
166829,10,26,44288,44288.0,0
166846,17,49,86555,86555.0,1034
166865,17,36,52049,52049.0,890
166911,16,38,53064,53064.0,1565
166938,12,34,59604,59604.0,1166
166953,11,24,32184,32184.0,0
166955,13,31,48536,48536.0,433
166966,8,54,90688,136032.0,0
167001,5,10,13227,13227.0,446
167016,9,20,34358,34358.0,472
167026,14,29,52375,52375.0,542
167062,10,27,46081,46081.0,0
167177,8,19,29977,29977.0,1129
167219,0,0,0,0.0,0
167257,15,40,61031,61031.0,1119
167335,17,41,52952,52952.0,798
167363,11,32,46272,46272.0,339
167465,10,29,41200,41200.0,927
167491,0,0,0,0.0,0
167515,16,40,57104,57104.0,1676
167569,0,0,0,0.0,0
167575,7,20,30544,30544.0,0
167578,12,35,50813,50813.0,1714
167587,17,48,70362,70362.0,1069
167660,13,34,52339,52339.0,1278
167670,0,0,0,0.0,0
167795,16,48,71685,71685.0,1212
167879,3,4,5112,5112.0,599
167933,17,41,59891,59891.0,0
168026,12,29,46354,46354.0,327
168123,4,10,11227,11227.0,0
168160,10,57,88162,132243.0,418
168290,16,45,71676,71676.0,1602
168302,2,6,4889,4889.0,0
168316,18,54,78481,78481.0,319
168349,14,28,43445,43445.0,977
168385,13,32,39578,39578.0,520
168418,10,25,39150,39150.0,313
168641,0,0,0,0.0,0
168727,1,3,4968,4968.0,0
168843,15,37,49824,49824.0,1100
168887,6,48,74980,112470.0,562
169054,12,29,53757,53757.0,1076
169129,16,47,71953,71953.0,376
169131,2,5,6285,6285.0,0
169137,12,33,40779,40779.0,2557
169247,14,39,62369,62369.0,933
169253,4,9,12903,12903.0,454
169270,0,0,0,0.0,0
169302,8,31,62421,62421.0,803
169393,16,36,53153,53153.0,2112
169418,6,15,25216,25216.0,0
169525,17,49,71026,71026.0,774
169529,4,32,47168,70752.0,0
169603,5,15,30621,30621.0,0
169661,13,37,57348,57348.0,936
169665,15,34,53227,53227.0,1094
169697,15,38,58091,58091.0,1176
169699,5,13,21674,21674.0,720
169857,13,35,51156,51156.0,0
169865,0,0,0,0.0,0
169932,17,42,63842,63842.0,1158
169948,18,51,83665,83665.0,560
169950,0,0,0,0.0,0
170027,16,47,65396,65396.0,611
170079,17,58,98237,98237.0,889
170091,1,1,1823,1823.0,0
170152,2,8,12640,12640.0,717
170211,16,46,79542,79542.0,596
170232,1,3,5118,5118.0,0
170311,14,28,40114,40114.0,764
170321,12,31,49485,49485.0,1135
170368,6,31,32823,49234.5,987
170404,15,41,52467,52467.0,1348
170443,7,34,64706,97059.0,469
170531,16,53,81006,81006.0,0
170534,0,0,0,0.0,0
170544,12,27,48797,48797.0,1067
170566,12,22,37075,37075.0,435
170585,15,34,51002,51002.0,405
170655,0,0,0,0.0,0
170656,15,36,42696,42696.0,1239
170710,11,28,38550,38550.0,2230
170791,15,54,79382,79382.0,647
170799,12,32,48671,48671.0,594
170801,4,14,15163,15163.0,1314
170903,2,5,10054,10054.0,0
170965,14,40,61168,61168.0,3376
170982,0,0,0,0.0,0
171027,0,0,0,0.0,0
171042,0,0,0,0.0,0
171047,13,35,50598,50598.0,2592
171137,8,26,47329,47329.0,0
171192,5,40,49088,73632.0,0
171257,12,30,45326,45326.0,1391
171264,18,46,74031,74031.0,1051
171350,14,33,41188,41188.0,487
171419,13,39,68560,68560.0,0
171582,5,16,24313,24313.0,0
171638,11,29,41005,41005.0,427
171691,6,50,88362,132543.0,556
171788,7,48,52105,78157.5,782
171883,14,31,43647,43647.0,1792
171902,5,12,14530,14530.0,0
171906,14,28,31441,31441.0,1365
171908,5,39,53539,80308.5,0
171937,17,50,79129,79129.0,0
172059,12,37,56447,56447.0,1033
172135,10,31,43457,43457.0,587
172162,3,7,14059,14059.0,308
172200,5,71,136909,205363.5,561
172233,8,19,27361,27361.0,1272
172259,7,22,23489,23489.0,0
172284,1,3,1671,1671.0,0
172345,7,19,29116,29116.0,0
172348,13,30,47531,47531.0,0
172444,13,36,50006,50006.0,420
172491,4,11,11565,11565.0,0
172532,3,9,17064,17064.0,0
172593,16,42,58129,58129.0,2022
172610,5,36,58869,88303.5,0
172724,1,1,789,789.0,0
172731,0,0,0,0.0,0
172755,6,40,43352,65028.0,765
172757,18,50,82966,82966.0,3229
172971,5,49,76413,114619.5,0
172983,11,41,61751,61751.0,0
172987,12,35,44928,44928.0,2078
173092,13,39,57700,57700.0,398
173178,0,0,0,0.0,0
173212,13,39,43126,43126.0,2193
173227,5,15,28176,28176.0,447
173235,6,17,24510,24510.0,0
173252,12,29,46645,46645.0,999
173343,8,79,140653,210979.5,543
173356,12,32,52453,52453.0,1025
173398,12,36,61733,61733.0,365
173416,15,39,60449,60449.0,1195
173446,10,31,47727,47727.0,398
173485,15,45,75006,75006.0,911
173506,6,48,91650,137475.0,494
173531,11,28,38548,38548.0,579
173548,17,52,82178,82178.0,1123
173666,9,22,24813,24813.0,311
173673,12,20,35814,35814.0,1961
173798,14,30,47998,47998.0,853
173834,3,8,12016,12016.0,855
173873,20,65,98045,98045.0,2906
173884,3,12,10230,10230.0,0
173938,14,46,60478,60478.0,1352
174044,13,30,46516,46516.0,748
174343,19,54,83477,83477.0,420
174439,17,43,49922,49922.0,0
174666,1,4,4184,4184.0,0
174669,0,0,0,0.0,539
174702,5,15,27686,27686.0,0
174729,17,39,52020,52020.0,0
174743,12,33,58189,58189.0,1297
174803,9,20,30791,30791.0,0
174896,0,0,0,0.0,0
174923,11,36,54464,54464.0,523
174925,0,0,0,0.0,0
174996,16,42,66517,66517.0,0
175017,15,32,48912,48912.0,926
175104,16,44,71951,71951.0,432
175169,11,34,55189,55189.0,0
175191,0,0,0,0.0,0
175249,15,46,68079,68079.0,2477
175285,16,44,61897,61897.0,492
175320,12,34,60390,60390.0,338
175342,13,40,61617,61617.0,0
175360,13,36,45909,45909.0,1523
175387,6,19,26845,26845.0,537
175488,16,40,62211,62211.0,1054
175528,15,41,53665,53665.0,1188
175584,15,45,61010,61010.0,0
175711,11,31,34933,34933.0,557
175804,10,27,40119,40119.0,1240
175814,17,49,78541,78541.0,0
175832,0,0,0,0.0,0
175902,4,36,56116,84174.0,990
175954,14,39,45711,45711.0,365
175967,5,47,49869,74803.5,0
176115,16,45,73235,73235.0,1042
176142,5,70,91312,136968.0,0
176166,15,43,64696,64696.0,1334
176278,12,29,37733,37733.0,1137
176284,10,26,42619,42619.0,1478
176359,13,38,64051,64051.0,1338
176379,5,38,59736,89604.0,472
176480,15,33,61823,61823.0,1180
176521,8,59,64088,96132.0,1730
176599,15,44,69518,69518.0,1370
176611,7,26,36035,36035.0,608
176688,14,32,38573,38573.0,486
176848,1,5,11090,11090.0,0
176885,0,0,0,0.0,0
177029,7,15,27238,27238.0,0
177146,17,44,77766,77766.0,1474
177199,0,0,0,0.0,0
177345,3,13,22300,22300.0,811
177457,18,42,62335,62335.0,0
177483,18,44,63316,63316.0,1102
177518,17,52,66416,66416.0,1368
177583,6,53,85633,128449.5,409
177598,18,49,67650,67650.0,1845
177677,0,0,0,0.0,0
177700,12,44,65885,65885.0,0
177713,7,64,97308,145962.0,1200
177814,2,5,7829,7829.0,0
177962,13,42,51641,51641.0,0
177993,14,45,63549,63549.0,1575
178036,12,36,52164,52164.0,539
178077,17,51,63084,63084.0,945
178081,1,2,3408,3408.0,552
178157,3,10,10845,10845.0,0
178160,15,36,62324,62324.0,3063
178331,15,42,79662,79662.0,476
178335,8,23,37706,37706.0,649
178403,5,28,49935,74902.5,584
178409,7,65,90919,136378.5,0
178459,0,0,0,0.0,0
178461,7,23,34488,34488.0,0
178540,14,44,72062,72062.0,2312
178565,3,5,6634,6634.0,546
178643,13,26,39840,39840.0,1131
178720,13,36,55390,55390.0,779
178864,14,32,52491,52491.0,445
179042,17,50,75620,75620.0,525
179053,4,45,66714,100071.0,0
179075,16,41,62744,62744.0,0
179153,13,40,65852,65852.0,2251
179489,2,6,9886,9886.0,662
179585,17,44,60036,60036.0,1634
179590,9,19,28983,28983.0,1112
179603,21,57,76913,76913.0,1514
179707,1,4,9612,9612.0,0
179719,11,32,41329,41329.0,419
179773,6,17,32378,32378.0,1469
179870,11,33,48480,48480.0,0
179944,14,40,60864,60864.0,727
179956,9,24,36494,36494.0,0
180009,16,39,56218,56218.0,1585
180024,4,9,10726,10726.0,0
180137,4,12,20557,20557.0,0
180140,16,48,57503,57503.0,1538
180207,12,33,45602,45602.0,642
180216,16,46,72985,72985.0,1027
180219,12,33,37440,37440.0,0
180231,3,9,17498,17498.0,0
180321,6,24,30554,30554.0,449
180380,18,57,73940,73940.0,1221
180411,15,42,73752,73752.0,1033
180484,0,0,0,0.0,0
180488,18,55,73861,73861.0,1518
180832,6,18,19271,19271.0,557
180922,13,28,34939,34939.0,1146
180925,15,33,43226,43226.0,771
180977,14,34,46941,46941.0,2862
181033,5,11,15378,15378.0,0
181082,18,55,84022,84022.0,1297
181139,13,43,67808,67808.0,1005
181140,6,36,47996,71994.0,873
181184,18,47,72640,72640.0,537
181377,10,34,54471,54471.0,1686
181423,16,47,66184,66184.0,410
181434,0,0,0,0.0,0
181498,0,0,0,0.0,0
181607,2,8,10085,10085.0,0
181726,15,37,61426,61426.0,1881
181728,15,26,37728,37728.0,1030
181770,0,0,0,0.0,0
181825,16,51,78928,78928.0,987
181830,17,42,65710,65710.0,1043
181852,16,40,51011,51011.0,795
182058,19,48,60958,60958.0,740
182124,15,44,74153,74153.0,325
182130,10,28,37819,37819.0,0
182148,12,23,28363,28363.0,1073
182159,8,21,32329,32329.0,0
182184,15,33,47832,47832.0,485
182205,4,11,18382,18382.0,536
182235,10,28,43432,43432.0,1340
182272,15,37,51437,51437.0,1242
182320,10,31,55683,55683.0,390
182459,13,35,54769,54769.0,492
182490,13,30,38758,38758.0,1421
182519,12,34,43492,43492.0,568
182531,10,22,30712,30712.0,0
182534,20,39,51598,51598.0,1692
182543,13,39,51630,51630.0,1557
182587,9,27,51165,51165.0,1045
182749,14,44,74938,74938.0,2068
182782,17,35,41757,41757.0,0
182785,13,37,59406,59406.0,521
183020,15,37,67055,67055.0,2540
183023,2,7,4622,4622.0,0
183025,15,36,58169,58169.0,1031
183052,14,36,45823,45823.0,1126
183096,16,39,55563,55563.0,2277
183129,14,30,47871,47871.0,2502
183208,14,33,56279,56279.0,3322
183224,16,43,68716,68716.0,407
183235,15,49,77950,77950.0,1566
183305,14,38,47173,47173.0,906
183339,0,0,0,0.0,0
183374,12,32,45542,45542.0,693
